Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
28-10-22,SPXW221028C04310000,23.46,-19.44,13.2,13.8,2,0.1966,0.1091,0.0007,29,4310,SPXW221028P04310000,0,0,369.8,379.2,0,0.1993,-0.8897,0.0007,0
28-10-22,SPXW221028C04320000,21.15,21.15,12.2,12.8,10,0.1963,0.1025,0.0007,0,4320,SPXW221028P04320000,0,0,378.7,388.2,0,0.1991,-0.8963,0.0007,0
28-10-22,SPXW221028C04325000,12.68,-26.22,11.8,12.3,12,0.1962,0.0993,0.0006,13,4325,SPXW221028P04325000,0,0,383.2,392.8,0,0.1992,-0.8995,0.0006,0
28-10-22,SPXW221028C04330000,19.45,19.45,11.3,11.8,1,0.1959,0.0962,0.0006,0,4330,SPXW221028P04330000,0,0,387.8,397.3,0,0.1992,-0.9026,0.0006,0
28-10-22,SPXW221028C04340000,13.28,13.28,10.4,11,15,0.1957,0.0901,0.0006,0,4340,SPXW221028P04340000,0,0,396.9,406.4,0,0.1992,-0.9087,0.0006,0
28-10-22,SPXW221028C04350000,10.4,-22.4,9.6,10.1,73,0.1952,0.0844,0.0006,13,4350,SPXW221028P04350000,0,0,406,415.6,0,0.1991,-0.9144,0.0006,0
28-10-22,SPXW221028C04375000,11.35,11.35,7.9,8.3,4,0.1948,0.0713,0.0005,0,4375,SPXW221028P04375000,0,0,429.2,438.9,0,0.1999,-0.9274,0.0005,0
28-10-22,SPXW221028C04400000,6.59,-16.36,6.4,6.8,23,0.1943,0.06,0.0004,100,4400,SPXW221028P04400000,0,0,452.6,462.4,0,0.2004,-0.9388,0.0004,0
28-10-22,SPXW221028C04450000,4.43,4.43,4.2,4.6,13,0.1941,0.0419,0.0003,0,4450,SPXW221028P04450000,0,0,500.3,510,0,0.2025,-0.9569,0.0003,0
28-10-22,SPXW221028C04500000,2.98,-7.57,2.75,3.1,7,0.1944,0.0288,0.0002,78,4500,SPXW221028P04500000,0,0,548.6,558.4,0,0.2059,-0.97,0.0002,0
28-10-22,SPXW221028C04600000,1.17,-3.33,1.05,1.3,154,0.1938,0.0132,0.0001,248,4600,SPXW221028P04600000,0,0,646.6,656.3,0,0.2158,-0.9856,0.0001,0
28-10-22,SPXW221028C04800000,0.7,0,0.05,0.25,0,0.1928,0.0027,0,40,4800,SPXW221028P04800000,0,0,844.8,854.5,0,0.25,-0.9961,0,0
28-10-22,SPXW221028C05000000,0.1,0,0,0.15,0,0.2162,0.0005,0,2,5000,SPXW221028P05000000,1055.54,0,1043.4,1053.6,0,0.289,-0.9982,0,1
31-10-22,SPXW221031C01200000,0,0,2731.9,2741.7,0,1.3499,0.9983,0,92,1200,SPXW221031P01200000,0.1,0.05,0,0.25,10,1.0237,-0.0002,0,256
31-10-22,SPXW221031C01400000,2733.98,0,2532.9,2542.5,0,1.177,0.9981,0,25,1400,SPXW221031P01400000,0.1,0,0.05,0.3,0,0.9187,-0.0004,0,157
31-10-22,SPXW221031C01500000,2547.12,0,2433.2,2443.8,0,1.1192,0.998,0,1,1500,SPXW221031P01500000,0.15,0.05,0.1,0.3,2,0.8689,-0.0005,0,2534
31-10-22,SPXW221031C01600000,0,0,2333.6,2343.4,0,1.0226,0.9978,0,0,1600,SPXW221031P01600000,0.18,0.03,0.15,0.4,1,0.8352,-0.0007,0,563
31-10-22,SPXW221031C01700000,0,0,2234.2,2244.7,0,0.9807,0.9976,0,0,1700,SPXW221031P01700000,0.3,0.15,0.2,0.45,1,0.7932,-0.0009,0,3946
31-10-22,SPXW221031C01800000,0,0,2134.7,2144.8,0,0.9096,0.9973,0,0,1800,SPXW221031P01800000,0.2,0,0.3,0.55,0,0.7596,-0.0012,0,7364
31-10-22,SPXW221031C01900000,2062.09,0,2035.2,2045.4,0,0.8536,0.997,0,2,1900,SPXW221031P01900000,0.55,0.275,0.4,0.65,1,0.7243,-0.0016,0,527
31-10-22,SPXW221031C02000000,1959.59,0,1935.7,1945.4,0,0.7876,0.9964,0,3,2000,SPXW221031P02000000,0.6,0.25,0.5,0.75,2,0.6881,-0.0021,0,3036
31-10-22,SPXW221031C02100000,1863.25,0,1836.3,1846.8,0,0.7512,0.9958,0,1,2100,SPXW221031P02100000,1.1,0,0.7,0.95,0,0.6602,-0.0028,0,4039
31-10-22,SPXW221031C02200000,0,0,1736.9,1746.6,0,0.6933,0.9949,0,0,2200,SPXW221031P02200000,1.05,0.475,0.9,1.2,11,0.6306,-0.0037,0,6599
31-10-22,SPXW221031C02300000,0,0,1637.6,1648,0,0.6628,0.9938,0,0,2300,SPXW221031P02300000,1.15,0.425,1.2,1.45,56,0.6016,-0.0048,0,3947
31-10-22,SPXW221031C02350000,0,0,1587.9,1597.6,0,0.6298,0.9931,0,0,2350,SPXW221031P02350000,1.42,0.595,1.35,1.65,6,0.588,-0.0055,0,23
31-10-22,SPXW221031C02400000,0,0,1538.3,1548,0,0.6112,0.9923,0,0,2400,SPXW221031P02400000,1.6,0.675,1.55,1.85,5,0.5747,-0.0062,0,1075
31-10-22,SPXW221031C02450000,0,0,1488.7,1498.4,0,0.5925,0.9914,0,0,2450,SPXW221031P02450000,1.75,0.725,1.75,2.05,42,0.5606,-0.0071,0,4
31-10-22,SPXW221031C02500000,1812.29,0,1439.1,1448.9,0,0.5751,0.9905,0,1,2500,SPXW221031P02500000,2.3,1.125,2,2.3,57,0.5478,-0.0081,0,9711
31-10-22,SPXW221031C02550000,0,0,1389.6,1399.4,0,0.5587,0.9894,0,0,2550,SPXW221031P02550000,2.27,0.945,2.25,2.55,24,0.5339,-0.0092,0,361
31-10-22,SPXW221031C02600000,1368.19,0,1340.1,1349.9,0,0.542,0.9882,0,7,2600,SPXW221031P02600000,2.9,1.425,2.5,2.85,5,0.5199,-0.0104,0,10127
31-10-22,SPXW221031C02650000,0,0,1290.6,1300.5,0,0.5261,0.9868,0,0,2650,SPXW221031P02650000,2.2,0.525,2.85,3.2,3,0.5072,-0.0118,0,371
31-10-22,SPXW221031C02700000,1453.86,0,1241.1,1251.1,0,0.5098,0.9852,0,5,2700,SPXW221031P02700000,3.7,1.825,3.2,3.5,21,0.4929,-0.0133,0,6691
31-10-22,SPXW221031C02750000,0,0,1191.8,1201.7,0,0.4949,0.9835,0.0001,0,2750,SPXW221031P02750000,2.8,0.725,3.5,3.9,6,0.4787,-0.0151,0.0001,292
31-10-22,SPXW221031C02800000,967.16,0,1142.4,1152.3,0,0.4787,0.9815,0.0001,1,2800,SPXW221031P02800000,3.7,1.375,4,4.4,1,0.4664,-0.017,0.0001,1676
31-10-22,SPXW221031C02850000,0,0,1093.1,1103,0,0.4637,0.9793,0.0001,0,2850,SPXW221031P02850000,2.6,0,4.4,4.9,0,0.4526,-0.0192,0.0001,208
31-10-22,SPXW221031C02900000,1349.21,0,1043.8,1053.9,0,0.4494,0.9768,0.0001,2,2900,SPXW221031P02900000,2.75,0,5,5.4,0,0.4394,-0.0217,0.0001,462
31-10-22,SPXW221031C02950000,0,0,994.6,1004.7,0,0.4344,0.9739,0.0001,0,2950,SPXW221031P02950000,5.75,2.5,5.6,6,3,0.4259,-0.0246,0.0001,194
31-10-22,SPXW221031C02975000,0,0,970.1,980.1,0,0.4273,0.9723,0.0001,0,2975,SPXW221031P02975000,7.1,0,5.9,6.4,0,0.4194,-0.0262,0.0001,203
31-10-22,SPXW221031C03000000,992.43,0,945.5,955.5,0,0.4195,0.9706,0.0001,13,3000,SPXW221031P03000000,6.5,2.9,6.2,6.7,36,0.4122,-0.0279,0.0001,719
31-10-22,SPXW221031C03025000,0,0,921,931.1,0,0.4125,0.9688,0.0001,0,3025,SPXW221031P03025000,3.72,0,6.6,7.1,0,0.406,-0.0298,0.0001,152
31-10-22,SPXW221031C03050000,0,0,896.5,906.6,0,0.4059,0.9668,0.0001,0,3050,SPXW221031P03050000,7.23,3.23,7,7.5,10,0.3994,-0.0317,0.0001,421
31-10-22,SPXW221031C03070000,0,0,877,886.9,0,0.4,0.9651,0.0001,0,3070,SPXW221031P03070000,9.2,0,7.4,7.9,0,0.3948,-0.0334,0.0001,148
31-10-22,SPXW221031C03075000,1070.65,0,872.1,882,0,0.3985,0.9646,0.0001,3,3075,SPXW221031P03075000,4.3,0,7.5,8,0,0.3936,-0.0339,0.0001,140
31-10-22,SPXW221031C03080000,1065.85,0,867.2,877.1,0,0.397,0.9642,0.0001,3,3080,SPXW221031P03080000,10.5,0,7.6,8.1,0,0.3923,-0.0343,0.0001,7
31-10-22,SPXW221031C03090000,0,0,857.4,867.2,0,0.3936,0.9633,0.0001,0,3090,SPXW221031P03090000,9.8,0,7.8,8.3,0,0.3899,-0.0353,0.0001,67
31-10-22,SPXW221031C03100000,1064.7,0,847.6,857.7,0,0.3918,0.9623,0.0001,2,3100,SPXW221031P03100000,8.18,3.68,8,8.5,15,0.3873,-0.0362,0.0001,2650
31-10-22,SPXW221031C03110000,0,0,837.9,847.8,0,0.3888,0.9613,0.0001,0,3110,SPXW221031P03110000,4,0,8.1,8.7,0,0.3843,-0.0372,0.0001,1
31-10-22,SPXW221031C03120000,0,0,828.1,838,0,0.3857,0.9603,0.0001,0,3120,SPXW221031P03120000,9.53,0,8.4,8.9,0,0.3822,-0.0382,0.0001,35
31-10-22,SPXW221031C03125000,0,0,823.2,833,0,0.3837,0.9598,0.0001,0,3125,SPXW221031P03125000,8.7,0,8.5,9,0,0.3809,-0.0387,0.0001,1791
31-10-22,SPXW221031C03130000,0,0,818.4,828.3,0,0.3834,0.9593,0.0002,0,3130,SPXW221031P03130000,10.4,0,8.6,9.1,0,0.3796,-0.0393,0.0002,251
31-10-22,SPXW221031C03140000,0,0,808.6,818.4,0,0.3798,0.9582,0.0002,0,3140,SPXW221031P03140000,9.45,0,8.8,9.3,0,0.3769,-0.0404,0.0002,98
31-10-22,SPXW221031C03150000,921.15,0,798.9,808.7,0,0.3774,0.9571,0.0002,10,3150,SPXW221031P03150000,5,0,9,9.5,0,0.3741,-0.0415,0.0002,818
31-10-22,SPXW221031C03160000,0,0,789.2,799.2,0,0.3758,0.9559,0.0002,0,3160,SPXW221031P03160000,7,0,9.2,9.8,0,0.3718,-0.0426,0.0002,184
31-10-22,SPXW221031C03170000,0,0,779.4,789.2,0,0.3718,0.9547,0.0002,0,3170,SPXW221031P03170000,9.92,4.62,9.5,10,9,0.3694,-0.0438,0.0002,110
31-10-22,SPXW221031C03175000,0,0,774.6,784.4,0,0.3709,0.9541,0.0002,0,3175,SPXW221031P03175000,7.3,2,9.6,10.1,93,0.368,-0.0445,0.0002,1741
31-10-22,SPXW221031C03180000,0,0,769.8,779.6,0,0.37,0.9534,0.0002,0,3180,SPXW221031P03180000,7.9,0,9.7,10.3,0,0.3669,-0.0451,0.0002,30
31-10-22,SPXW221031C03190000,0,0,760.1,769.9,0,0.3674,0.9522,0.0002,0,3190,SPXW221031P03190000,8.1,0,10,10.5,0,0.3644,-0.0464,0.0002,34
31-10-22,SPXW221031C03200000,860.22,0,750.3,760.1,0,0.364,0.9508,0.0002,2,3200,SPXW221031P03200000,11.08,5.43,10.3,10.8,16,0.3622,-0.0477,0.0002,1137
31-10-22,SPXW221031C03210000,0,0,740.7,750.4,0,0.3617,0.9494,0.0002,0,3210,SPXW221031P03210000,5,0,10.6,11.1,0,0.3599,-0.0491,0.0002,76
31-10-22,SPXW221031C03220000,0,0,731,740.8,0,0.3593,0.948,0.0002,0,3220,SPXW221031P03220000,11.33,5.43,10.8,11.4,9,0.3572,-0.0506,0.0002,165
31-10-22,SPXW221031C03225000,0,0,726.2,735.9,0,0.358,0.9472,0.0002,0,3225,SPXW221031P03225000,10.47,4.47,11,11.6,4,0.3564,-0.0513,0.0002,655
31-10-22,SPXW221031C03230000,0,0,721.4,731.2,0,0.3572,0.9465,0.0002,0,3230,SPXW221031P03230000,16.35,0,11.2,11.7,0,0.3552,-0.052,0.0002,111
31-10-22,SPXW221031C03240000,0,0,711.8,721.5,0,0.3544,0.9449,0.0002,0,3240,SPXW221031P03240000,10.44,4.24,11.5,12,4,0.3527,-0.0536,0.0002,123
31-10-22,SPXW221031C03250000,875.17,0,702.2,711.8,0,0.3518,0.9433,0.0002,8,3250,SPXW221031P03250000,10.9,4.5,11.8,12.4,54,0.3505,-0.0552,0.0002,468
31-10-22,SPXW221031C03260000,0,0,692.5,702.3,0,0.3499,0.9417,0.0002,0,3260,SPXW221031P03260000,14.97,0,12.1,12.7,0,0.3479,-0.0569,0.0002,200
31-10-22,SPXW221031C03270000,0,0,682.9,692.7,0,0.3475,0.94,0.0002,0,3270,SPXW221031P03270000,5.9,0,12.5,13.1,0,0.3459,-0.0586,0.0002,45
31-10-22,SPXW221031C03275000,0,0,678.2,687.9,0,0.3466,0.9391,0.0002,0,3275,SPXW221031P03275000,6.8,0,12.7,13.3,0,0.3449,-0.0595,0.0002,103
31-10-22,SPXW221031C03280000,0,0,673.4,683.1,0,0.3454,0.9382,0.0002,0,3280,SPXW221031P03280000,18.5,0,12.9,13.5,0,0.3438,-0.0604,0.0002,121
31-10-22,SPXW221031C03290000,576.85,0,663.8,673.4,0,0.3426,0.9363,0.0002,1,3290,SPXW221031P03290000,12.12,5.02,13.3,13.8,19,0.3414,-0.0622,0.0002,14690
31-10-22,SPXW221031C03300000,774.64,0,654.2,664,0,0.3406,0.9344,0.0003,25,3300,SPXW221031P03300000,15.1,7.8,13.6,14.2,9108,0.3392,-0.0642,0.0003,19358
31-10-22,SPXW221031C03310000,0,0,644.6,654.3,0,0.3378,0.9324,0.0003,0,3310,SPXW221031P03310000,12.6,0,14.1,14.7,0,0.3371,-0.0662,0.0003,274
31-10-22,SPXW221031C03320000,0,0,635.1,644.9,0,0.3359,0.9303,0.0003,0,3320,SPXW221031P03320000,8,0,14.5,15.1,0,0.3348,-0.0683,0.0003,156
31-10-22,SPXW221031C03325000,0,0,630.5,640.1,0,0.3351,0.9292,0.0003,0,3325,SPXW221031P03325000,12,4.2,14.7,15.3,300,0.3335,-0.0693,0.0003,234
31-10-22,SPXW221031C03330000,0,0,625.8,635.4,0,0.3342,0.9281,0.0003,0,3330,SPXW221031P03330000,15.04,7.14,15,15.6,2,0.3328,-0.0704,0.0003,148
31-10-22,SPXW221031C03340000,0,0,616.1,625.9,0,0.3314,0.9259,0.0003,0,3340,SPXW221031P03340000,8.66,0,15.4,16,0,0.3303,-0.0727,0.0003,105
31-10-22,SPXW221031C03350000,0,0,606.9,616.4,0,0.3291,0.9235,0.0003,0,3350,SPXW221031P03350000,15.53,7.13,15.9,16.5,149,0.3285,-0.075,0.0003,18574
31-10-22,SPXW221031C03360000,0,0,597.2,606.9,0,0.3269,0.9211,0.0003,0,3360,SPXW221031P03360000,8.02,0,16.4,17.1,0,0.3263,-0.0774,0.0003,111
31-10-22,SPXW221031C03370000,0,0,587.8,597.5,0,0.3249,0.9186,0.0003,0,3370,SPXW221031P03370000,9.2,0,17,17.6,0,0.3244,-0.08,0.0003,116
31-10-22,SPXW221031C03375000,0,0,583.1,592.8,0,0.3239,0.9173,0.0003,0,3375,SPXW221031P03375000,18.02,9.02,17.2,17.9,12,0.3232,-0.0812,0.0003,629
31-10-22,SPXW221031C03380000,0,0,578.4,588.1,0,0.3228,0.916,0.0003,0,3380,SPXW221031P03380000,9.75,0,17.5,18.2,0,0.3223,-0.0826,0.0003,90
31-10-22,SPXW221031C03390000,0,0,569.3,578.7,0,0.3206,0.9133,0.0003,0,3390,SPXW221031P03390000,18.91,9.51,18.1,18.8,73,0.3203,-0.0853,0.0003,76
31-10-22,SPXW221031C03400000,531.3,0,560,569.5,0,0.3197,0.9104,0.0004,3,3400,SPXW221031P03400000,19.2,9.55,18.7,19.4,392,0.3183,-0.0881,0.0004,22419
31-10-22,SPXW221031C03410000,0,0,550.7,560.4,0,0.3182,0.9075,0.0004,0,3410,SPXW221031P03410000,20.19,10.24,19.3,20,5,0.3162,-0.091,0.0004,241
31-10-22,SPXW221031C03420000,0,0,541.6,550.8,0,0.3159,0.9045,0.0004,0,3420,SPXW221031P03420000,11.13,0,20,20.7,0,0.3144,-0.094,0.0004,146
31-10-22,SPXW221031C03425000,477.2,0,536.6,546.2,0,0.3143,0.9029,0.0004,1,3425,SPXW221031P03425000,19,8.55,20.4,21.1,34,0.3137,-0.0956,0.0004,162
31-10-22,SPXW221031C03430000,0,0,531.9,541.5,0,0.313,0.9013,0.0004,0,3430,SPXW221031P03430000,19.35,8.75,20.7,21.4,21,0.3125,-0.0972,0.0004,55
31-10-22,SPXW221031C03440000,454.17,0,523,532.5,0,0.3122,0.8981,0.0004,1,3440,SPXW221031P03440000,10.8,0,21.4,22.2,0,0.3108,-0.1005,0.0004,61
31-10-22,SPXW221031C03450000,630.38,0,513.8,523.3,0,0.3103,0.8947,0.0004,27,3450,SPXW221031P03450000,24.7,13.4,22.2,22.9,56,0.3089,-0.1039,0.0004,2794
31-10-22,SPXW221031C03460000,0,0,504.4,513.8,0,0.3073,0.8912,0.0004,0,3460,SPXW221031P03460000,12.85,0,23,23.7,0,0.3071,-0.1074,0.0004,90
31-10-22,SPXW221031C03470000,0,0,495.3,504.7,0,0.3056,0.8875,0.0004,0,3470,SPXW221031P03470000,14.72,0,23.7,24.5,0,0.305,-0.111,0.0004,47
31-10-22,SPXW221031C03475000,0,0,491,500.3,0,0.3038,0.8856,0.0004,0,3475,SPXW221031P03475000,27.15,14.9,24.2,25,3,0.3044,-0.1129,0.0004,1337
31-10-22,SPXW221031C03480000,373.68,0,486.2,495.5,0,0.3036,0.8837,0.0004,1,3480,SPXW221031P03480000,13.76,0,24.6,25.4,0,0.3036,-0.1148,0.0004,64
31-10-22,SPXW221031C03490000,0,0,477.2,486.4,0,0.3019,0.8798,0.0005,0,3490,SPXW221031P03490000,21.12,8.27,25.5,26.3,4,0.3017,-0.1187,0.0005,56
31-10-22,SPXW221031C03500000,656.8,0,468.2,477.3,0,0.3,0.8758,0.0005,14,3500,SPXW221031P03500000,26.63,13.38,26.5,27.2,406,0.3,-0.1228,0.0005,6283
31-10-22,SPXW221031C03510000,436.97,0,459.3,468.3,0,0.2984,0.8716,0.0005,1,3510,SPXW221031P03510000,13.37,0,27.4,28.2,0,0.2982,-0.127,0.0005,113
31-10-22,SPXW221031C03520000,0,0,450.5,459.6,0,0.2962,0.8672,0.0005,0,3520,SPXW221031P03520000,13.05,0,28.5,29.2,0,0.2966,-0.1313,0.0005,196
31-10-22,SPXW221031C03525000,384.7,0,446.1,455.1,0,0.2954,0.865,0.0005,3,3525,SPXW221031P03525000,22.2,7.75,28.9,29.8,2,0.2957,-0.1336,0.0005,1096
31-10-22,SPXW221031C03530000,388.7,0,441.5,450.4,0,0.295,0.8627,0.0005,6,3530,SPXW221031P03530000,24.9,10.2,29.5,30.3,1,0.295,-0.1358,0.0005,216
31-10-22,SPXW221031C03535000,0,0,437,445.9,0,0.2939,0.8604,0.0005,0,3535,SPXW221031P03535000,0,0,30,30.8,0,0.294,-0.1381,0.0005,0
31-10-22,SPXW221031C03540000,0,0,432.9,441.7,0,0.294,0.8581,0.0005,3,3540,SPXW221031P03540000,32.67,17.42,30.6,31.4,10,0.2933,-0.1405,0.0005,125
31-10-22,SPXW221031C03545000,0,0,428.2,437.1,0,0.2924,0.8557,0.0005,0,3545,SPXW221031P03545000,20,0,31.2,32,0,0.2926,-0.1429,0.0005,24
31-10-22,SPXW221031C03550000,374.5,0,423.9,432.6,0,0.2916,0.8532,0.0006,13,3550,SPXW221031P03550000,32.3,16.55,31.7,32.6,1681,0.2917,-0.1453,0.0006,1063
31-10-22,SPXW221031C03555000,0,0,419.5,428.2,0,0.2907,0.8508,0.0006,0,3555,SPXW221031P03555000,32.25,0,32.3,33.2,0,0.2909,-0.1478,0.0006,3
31-10-22,SPXW221031C03560000,0,0,415.1,423.8,0,0.2898,0.8483,0.0006,0,3560,SPXW221031P03560000,15.75,0,32.9,33.8,0,0.2901,-0.1503,0.0006,124
31-10-22,SPXW221031C03565000,0,0,410.8,419.4,0,0.2891,0.8457,0.0006,0,3565,SPXW221031P03565000,25.45,8.8,33.5,34.4,5,0.2893,-0.1528,0.0006,8
31-10-22,SPXW221031C03570000,0,0,406.7,415.3,0,0.289,0.8431,0.0006,0,3570,SPXW221031P03570000,24.37,7.42,34.2,35,1,0.2885,-0.1554,0.0006,115
31-10-22,SPXW221031C03575000,392.44,0,402.2,410.7,0,0.2876,0.8405,0.0006,2,3575,SPXW221031P03575000,28.5,11.25,34.8,35.7,11,0.2878,-0.158,0.0006,371
31-10-22,SPXW221031C03580000,0,0,397.8,406.4,0,0.2868,0.8378,0.0006,0,3580,SPXW221031P03580000,30.6,13.05,35.5,36.3,3,0.287,-0.1607,0.0006,69
31-10-22,SPXW221031C03585000,0,0,393.8,402.2,0,0.2866,0.8351,0.0006,0,3585,SPXW221031P03585000,36.03,0,36.2,37,0,0.2863,-0.1634,0.0006,1
31-10-22,SPXW221031C03590000,345.6,0,389.3,397.7,0,0.2852,0.8324,0.0006,3,3590,SPXW221031P03590000,34.72,16.57,36.9,37.7,57,0.2856,-0.1662,0.0006,91
31-10-22,SPXW221031C03595000,0,0,385.2,393.6,0,0.285,0.8296,0.0006,0,3595,SPXW221031P03595000,37.01,18.46,37.6,38.4,1,0.2849,-0.169,0.0006,3
31-10-22,SPXW221031C03600000,424.92,-109.13,381,389.3,8,0.2843,0.8267,0.0006,31,3600,SPXW221031P03600000,40.7,21.85,38.3,39.1,121,0.2841,-0.1718,0.0006,3449
31-10-22,SPXW221031C03605000,0,0,376.7,385,0,0.2834,0.8238,0.0006,0,3605,SPXW221031P03605000,23.9,0,39,39.8,0,0.2833,-0.1747,0.0006,2
31-10-22,SPXW221031C03610000,400.32,0,372.5,380.8,0,0.2827,0.8209,0.0006,9,3610,SPXW221031P03610000,37.6,18.05,39.7,40.6,3,0.2826,-0.1776,0.0006,1644
31-10-22,SPXW221031C03615000,0,0,368.3,376.5,0,0.2819,0.8179,0.0006,0,3615,SPXW221031P03615000,35.07,0,40.4,41.3,0,0.2817,-0.1806,0.0006,20
31-10-22,SPXW221031C03620000,407.52,-108.08,364.1,372.3,3,0.2812,0.8149,0.0007,4,3620,SPXW221031P03620000,34.1,13.8,41.2,42.1,1,0.281,-0.1836,0.0007,163
31-10-22,SPXW221031C03625000,547.07,0,359.9,368,0,0.2793,0.8118,0.0007,57,3625,SPXW221031P03625000,34.47,13.82,42,42.9,8,0.2803,-0.1867,0.0007,1488
31-10-22,SPXW221031C03630000,319.02,0,355.8,363.8,0,0.2797,0.8087,0.0007,1,3630,SPXW221031P03630000,37,15.95,42.8,43.7,2,0.2796,-0.1898,0.0007,77
31-10-22,SPXW221031C03635000,0,0,351.6,359.6,0,0.2778,0.8056,0.0007,0,3635,SPXW221031P03635000,26.9,0,43.7,44.5,0,0.279,-0.193,0.0007,4
31-10-22,SPXW221031C03640000,341.1,0,347.5,355.5,0,0.2782,0.8024,0.0007,6,3640,SPXW221031P03640000,47.32,25.47,44.5,45.3,8,0.2782,-0.1962,0.0007,69
31-10-22,SPXW221031C03645000,0,0,343.2,351.1,0,0.277,0.7991,0.0007,0,3645,SPXW221031P03645000,65.37,0,45.4,46.2,0,0.2776,-0.1994,0.0007,37
31-10-22,SPXW221031C03650000,319.63,0,339.1,347,0,0.2763,0.7958,0.0007,0,3650,SPXW221031P03650000,47.48,24.78,46.2,47.1,31,0.277,-0.2027,0.0007,3442
31-10-22,SPXW221031C03655000,0,0,335.2,343,0,0.276,0.7925,0.0007,0,3655,SPXW221031P03655000,48.6,25.5,47.1,48,2,0.2762,-0.206,0.0007,32
31-10-22,SPXW221031C03660000,358.7,0,331.2,338.9,0,0.2754,0.7891,0.0007,7,3660,SPXW221031P03660000,39.05,15.5,48,48.9,18,0.2756,-0.2094,0.0007,142
31-10-22,SPXW221031C03665000,351.92,-122.58,327.1,334.8,14,0.2746,0.7857,0.0007,0,3665,SPXW221031P03665000,23,0,48.9,49.8,0,0.2748,-0.2128,0.0007,33
31-10-22,SPXW221031C03670000,318.4,0,322.9,330.5,0,0.2734,0.7822,0.0008,16,3670,SPXW221031P03670000,40.6,16.15,49.8,50.7,10,0.2741,-0.2163,0.0008,74
31-10-22,SPXW221031C03675000,0,0,319.1,326.6,0,0.2723,0.7787,0.0008,0,3675,SPXW221031P03675000,40.34,15.39,50.8,51.6,30,0.2734,-0.2198,0.0008,1857
31-10-22,SPXW221031C03680000,317.7,0,315.1,322.6,0,0.2725,0.7751,0.0008,6,3680,SPXW221031P03680000,53.4,28,51.5,52.5,4,0.2723,-0.2234,0.0008,47
31-10-22,SPXW221031C03685000,387.63,0,311.1,318.6,0,0.2718,0.7715,0.0008,1,3685,SPXW221031P03685000,23.8,0,52.5,53.6,0,0.2718,-0.227,0.0008,40
31-10-22,SPXW221031C03690000,383.88,0,306.9,314.4,0,0.2706,0.7679,0.0008,15,3690,SPXW221031P03690000,24.65,0,53.5,54.6,0,0.2711,-0.2307,0.0008,32
31-10-22,SPXW221031C03695000,310.7,0,303,310.4,0,0.2699,0.7642,0.0008,1,3695,SPXW221031P03695000,25.85,0,54.5,55.6,0,0.2704,-0.2344,0.0008,41
31-10-22,SPXW221031C03700000,298.52,-144.53,299.1,306.4,144,0.2692,0.7604,0.0008,85,3700,SPXW221031P03700000,58,30.6,55.8,56.7,185,0.2701,-0.2382,0.0008,1879
31-10-22,SPXW221031C03705000,0,0,295.2,302.4,0,0.2685,0.7566,0.0008,0,3705,SPXW221031P03705000,46.1,18.2,56.6,57.6,7,0.269,-0.242,0.0008,51
31-10-22,SPXW221031C03710000,258.42,0,291.3,298.5,0,0.2679,0.7527,0.0008,5,3710,SPXW221031P03710000,54.75,26.25,57.7,58.8,12,0.2685,-0.2458,0.0008,68
31-10-22,SPXW221031C03715000,312.41,-117.24,287.6,294.7,2,0.2675,0.7488,0.0008,0,3715,SPXW221031P03715000,49.95,20.95,58.8,59.9,10,0.2679,-0.2497,0.0008,51
31-10-22,SPXW221031C03720000,291.85,0,283.5,290.6,0,0.2663,0.7449,0.0008,32,3720,SPXW221031P03720000,51.91,22.31,59.9,61,14,0.2672,-0.2536,0.0008,45
31-10-22,SPXW221031C03725000,279.17,0,279.7,286.8,0,0.2658,0.7409,0.0008,29,3725,SPXW221031P03725000,56.93,26.78,61,62,44,0.2663,-0.2576,0.0008,647
31-10-22,SPXW221031C03730000,327,0,275.9,282.9,0,0.2651,0.7369,0.0009,3,3730,SPXW221031P03730000,58.03,27.33,62.1,63.3,41,0.2658,-0.2617,0.0009,79
31-10-22,SPXW221031C03735000,0,0,272.3,279.2,0,0.2648,0.7328,0.0009,0,3735,SPXW221031P03735000,54.83,0,63.3,64.3,0,0.265,-0.2658,0.0009,48
31-10-22,SPXW221031C03740000,340.21,0,268.3,275.2,0,0.2637,0.7286,0.0009,14,3740,SPXW221031P03740000,29.07,0,64.5,65.6,0,0.2645,-0.2699,0.0009,166
31-10-22,SPXW221031C03745000,305.17,-98.13,264.5,271.4,1,0.263,0.7244,0.0009,0,3745,SPXW221031P03745000,30.9,0,65.6,66.8,0,0.2637,-0.2741,0.0009,21
31-10-22,SPXW221031C03750000,301.27,-97.68,260.8,267.6,1,0.2623,0.7202,0.0009,154,3750,SPXW221031P03750000,68.2,35,67,67.9,1621,0.2632,-0.2783,0.0009,6564
31-10-22,SPXW221031C03755000,0,0,257.1,263.8,0,0.2616,0.716,0.0009,0,3755,SPXW221031P03755000,33.88,0,68.1,69.3,0,0.2625,-0.2826,0.0009,259
